,id,name,prod_cat,priceCurrency,price,brand,itemCondition,availability,description,image,gtin12,gtin13,gtin14,gtin8,ratingValue,bestRating,reviewCount
153,buydig-29d484a7e406c650f0b4b777ba4e396c,VIXIA HF R80 Full HD CMOS 57x Zoom Camcorder + 64GB Deluxe Accessory Bundle,,USD,349.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/8FD89D3677BA463A84B3C59A9195998C.jpg,,,,,,5,
154,buydig-29e5154e3ac24b9ea735c498ba2ee2c5,COOLPIX S6500 16MP Digital Camera 12x Optical Zoom Wi-Fi (Red) Refurbished,,USD,69.00,Nikon,,,"Nikon USA Factory refurbished with 90 Day Nikon Warranty. An excellent 12x optical Zoom-NIKKOR glass lens, 16-megapixel CMOS image sensor and built-in Wi-Fi will have you sharing more and better photos than ever.",https://static.buydig.com/Assets/Product/ImagesNw400/D81F266DCB7549A49BF0726D157DB6B1.jpg,,,,,,5,
155,buydig-2a1e0fdd1ba0151a28edda186c585029,PowerShot ELPH 190 IS Red Digital Camera w/ 10x Optical Zoom 32GB Card Bundle,,USD,179.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/F4675C6570DF4661AC37B3FDEBF1076A.jpg,,,,,,5,
156,buydig-2a3e089b8b493516823e91da4abf5dc9,D5600 24 MP DX-Format Full HD 1080p Digital SLR Camera Body - Black Refurbished,,USD,539.00,Nikon,,,"<li>Large, 24.2 MP DX-format CMOS sensor
<li>Always connected to your smart device with SnapBridge
<li>3.2-inch Vari-angle touch LCD
<li>Advanced 39-point Auto Focus system
<li>Full HD 1080 at 60p video capability with built-in stereo sound",https://static.buydig.com/Assets/Product/ImagesNw400/3C5068486BFD411482DEBC4E112124C0.jpg,,,,,,5,
157,buydig-2a642ddba432dca6c2e5e595d738f078,4-Pack Professional Grade Wearable Body Video Camera w/ GPS (PMD-901V),,USD,1996.00,Marantz,,,"<li>Designed for law-enforcement, EMTs, and Health Care Professionals
<li>Ultra-sharp 2304 x 1296p HD video
<li>Built-in GPS geo-tags image, video and audio captures
<li>Level IP-67 waterproof, Night Vision 
<li>32GB of built-in storage",https://static.buydig.com/Assets/Product/ImagesNw400/428B5C5EE5B642C7BE0B58EFFAC84381.jpg,,,,,,5,
158,buydig-2ab729c8ed6255660051fde800a4a83a,DMC-FZ300K LUMIX FZ300 4K 24X F2.8 Long Zoom Digital Camera Black Bundle,,USD,597.99,Panasonic,,,,https://static.buydig.com/Assets/Product/ImagesNw400/08BDEDA63C3F4EDDBD716AFD444FCA5F.jpg,,,,,,5,
159,buydig-2b0622d5d3d06316afbd0a9e568fb19c,VIRB Ultra 30 HD 4K Bluetooth Action Camera w/ Built-in GPS - 010-01529-03,,USD,399.99,Garmin,,,"<li>Ultra HD 4K/30fps footage with 1.75"" touchscreen display
<li>3-axis image stabilization captures smooth & steady video
<li>Shoot hands-free using voice control
<li>Built-in sensors & GPS capture G-Metrix data to prove how far, high & fast you went",https://static.buydig.com/Assets/Product/ImagesNw400/BDF118897E7C4113A58AA944410FA8F1.jpg,,,,,,5,
160,buydig-2b51658209880d57d5fe95d887532522,M6 EOS Mirrorless Digital Camera (Silver) + 18-150mm IS STM Lens Accessory Kit,,USD,999.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/8A44A9A7AD7D43888CFB03F63A674122.jpg,,,,,,5,
161,buydig-2b9bf90e4bb80f41273c24cbbb66c4ec,EOS 80D 24.2MP CMOS DSLR Camera (Body) + 18-250mm + 50mm Dual Lens Bundle,,USD,1399.00,Canon,,,"<li>24.2 Megapixel (APS-C) CMOS
<li>Full HD 1080p Video Recording at 60fps
<li>DIGIC 6 Image Processor
<li>High-speed continuous shooting up to 7.0 fps
<li>Vari-angle Touch Screen 3.0-inch Clear View LCD II Monitor
<li>Built-in Wi-Fi and NFC",https://static.buydig.com/Assets/Product/ImagesNw400/398F32754C794889AF12B56B4449E07E.jpg,,,,,,5,
162,buydig-2bb05fa0a566331f7197007f51851a00,"DSC-RX100M IV Cyber-shot Digital Still 20.1 MP 1"" Sensor Camera Deluxe Bundle",,USD,898.00,Sony,,,,https://static.buydig.com/Assets/Product/ImagesNw400/A701CF02A86A4D5782746F32426F61AB.jpg,,,,,,5,
163,buydig-2c7228ef481748b552f41aad1de84c67,D750 DSLR 24.3MP HD 1080p FX-Format Digital Camera with DJI Ronin-M Gimbal Kit,,USD,2799.00,Nikon,,,"24.3MP FX-Format CMOS Sensor. EXPEED 4 Image Processor. Full HD 1080p Video at 60 fps. 3.2-inch Tilting LCD Monitor. Native ISO 12800, Extended to ISO 51200. Continuous Shooting Up to 6.5 fps.  Multi-CAM 3500FX II 51-Point AF Sensor.",https://static.buydig.com/Assets/Product/ImagesNw400/347CE16ABC384F078E60AAE23012E0CD.jpg,,,,,,5,
164,buydig-2ca5124b4305230c8bed4e6e6c994cee,Stylus TG-Tracker 4K Action Cam Water/Shock/Freeze-proof (Green) Refurbished,,USD,189.00,Olympus,,,"<li>4K 30P Video Capture
<li>High-Speed BSI Sensor with TruePic VII Image Processor
<li>1.5"" Tilt-Out LCD Monitor
<li>Built-In Wi-Fi
<li>Waterproof, crushproof, shockproof, freezeproof & dustproof",https://static.buydig.com/Assets/Product/ImagesNw400/BE00A211FB634409A7E53A7014F5E1EA.jpg,,,,,,5,
