identifier,name,priceCurrency,price,brand,itemCondition,availability,description,image,gtin12,gtin13,gtin14,gtin8,ratingValue,bestRating,reviewCount
robertscamera-da8ee665b474534aeb3d389147ffa4a0,Canon 		PowerShot G1 X Mark II,USD,799,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-dacdccd3aa0e500bd24830271bb40c5d,Panasonic 		Lumix DMC-TS30,USD,139.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-db0cdc2ba785ac04d17532ed5497cefb,Sony 		Cyber-shot RX100 IV,USD,899.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-db572c73744d82e32c5ff47b97cee030,Canon 		XF100 Camcorder,USD,2499,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-dbcb0426ad21b94a1bd6b67c25203181,Pentax 		K-1 (Body Only),USD,1949.95,Pentax,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-dbe62d3b5862198fe24cd1e1263f502d,Panasonic 		HC-VX981K 4K Ultra HD Camcorder,USD,799.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-dc10b9787088a810fc33667a324cd8d9,Canon 		Vixia HF G40,USD,1099.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-de62630147f5e188456b82ff863d44f1,Sony 		HDR-PJ275 Handycam Camcorder,USD,399.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-dfb795fc06ea7fedbd0a8c4fa2265aed,Canon 		PowerShot G7 X,USD,699,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e02aeaf7c0f068b626b34ebb9b64b958,Nikon 		D5500 with 18-55mm VR II Lens,USD,796.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e0d95e96489d499ec51fa667a41720f9,WASPcam 		Adventure HD 5200,USD,99.99,WASPcam,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e10f1520c369b26f6e4e5ecbb0274e28,Sony 		HDR-CX200 Handycam Camcorder,USD,319.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e136d19a31e733af614d255d41fe18a8,Nikon 		Coolpix L32 (Red),USD,116.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e188a7593eec2dcae536e4727dc77e68,Sony 		A77 II with 16-50mm f/2.8,USD,1798,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e32ed87033585acacfb0331d92201a6a,Blackmagic Design 		URSA Mini 4K EF,USD,2995,Blackmagic Design,new,https://schema.org/InStock,,,,,,,,,
robertscamera-e4a712012909b67c5a264c1807b5ba39,Canon 		Vixia HF G20,USD,799,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e4ca080d517df2cb8b6c4ae45c49a16a,Sony 		a900 (Body Only),USD,2699.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e56898fb921ae7e8717bdcc3b78442ed,Canon 		EOS M3 (Body Only) (Black),USD,679,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-e63a45c5ab91c9243cde54f3a66b5d3d,FujiFilm 		X-Pro2 (Body Only),USD,1699.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e6db041c395610aa32a59472bf7ccdfa,Nikon 		KeyMission 170,USD,396.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e7d961febc512b51e16ef4019a42dbdb,Nikon 		Coolpix P330,USD,299.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e83afde332b58ab951d3d0888ae85b09,Canon 		EOS Rebel T6i (Body Only),USD,649.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-e9bc212b35e1e795fc61850f56f442f4,Canon 		VIXIA HF R500 Camcorder,USD,299,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ea2bdc4a2e3f15ab2e9fb36d77b023a4,Sony 		HDR-CX760V Handycam Camcorder,USD,1499.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-eac0195a2830b4dd1e05a0e6ecf19aff,Sigma 		DP2 Quattro Compact Digital Camera,USD,899,Sigma,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-eb3be0a87fdb87769a2274284a42f0d7,Nikon 		D810 with 24-120mm VR,USD,3296.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-eb79aaefb430595a54f9c25ba8cc6e9f,Sony 		HDR-TD30V Handycam,USD,999.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ec26bcafea88bfa9bd7dca4994d66f19,Panasonic 		LUMIX DMC-LX10 Camera,USD,549.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-ed898de4bb3209970f95693ccfe8a245,Sony 		RX0 Compact Waterproof Camera,USD,699.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-ede77a7805c17c236fbf71f4731a2200,Nikon 		1 J5 with 10-30mm,USD,496.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-edebb8601a0985b19fc3579d2a089de6,WASPcam 		9905 Wi-Fi Action Cam,USD,229.95,WASPcam,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ee3b654fd93bce72afb969194a07e0d8,Sony 		FDR-AX33 4K Camcorder,USD,749.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-eea73b400f80f714a7a8d0e99f32083d,Sony 		Cyber-shot RX1R,USD,2399.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f0aedc328fb31ae085c002a758b67d81,Panasonic 		Lumix DMC-LX100 (Black),USD,599.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-f0e14818287fb811801f7b21f876cfb8,Canon 		EOS 5D Mark IV with Canon Log (Body Only),USD,3599,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f1d53fb736639246d8be29af644bfdbc,Nikon 		D5500 with 18-140mm VR Lens,USD,1196.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f2ba98c1c06550290bf4cb4717b67b32,Samsung 		NX30 with 18-55mm Lens,USD,799.99,Samsung,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f3427e9fa4258c5c803927605fb8ecb4,Panasonic 		HC-X900MK HD Camcorder,USD,999.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f45e02a6b8b8ac9318653ff228229a35,Sony 		HDR-AS20 Compact POV Action Cam,USD,199.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f4611f48a68ae91d6deaf698dc85e292,Samsung 		Galaxy NX with 18-55mm Lens,USD,1399.99,Samsung,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f5189185ebbd87432fc2b79ae96271d7,Nikon 		D5300 (Body Only),USD,596.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f5878b35007d1def9dd910e6ea23ce20,Sony 		HDR-FX7 HD Handycam Camcorder,USD,1999.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f5d22e71d8c353c9af2397dd3ffb3b96,Canon 		EOS Rebel T6i with 18-135mm STM Lens,USD,899,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f6f171f2816406e58c5882ce412075ac,Sony 		HDR-PJ430V Handycam,USD,849.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f74837f0a888e22f3bc28c7dca01debd,FujiFilm 		X-E2 (Body Only),USD,799.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f7843c3cfdaf6b3d947ff7827e58d0fa,Sony 		a7 with 28-70mm Lens,USD,999.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f798bd0685f6c465e45775ee9f74f975,Sigma 		dp0 Quattro Compact Digital Camera,USD,899,Sigma,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f8202c9fe608835c3477792bfdd4249a,Sony 		AS100 POV Action Cam,USD,299.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-f89671f69b348dba3cfe3dbda3e61165,Canon 		PowerShot SX60 HS,USD,549,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f93650d13bb0fb59fff9b861cf4b7d52,Panasonic 		HC-V700K Camcorder,USD,499.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-f9b961a0763e26233d9cb0212e8e828a,Sony 		HDR-AZ1 POV HD Camcorder + Live View Remote,USD,349.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-faaa5799c4533c5dac14e9df97072c0b,Canon 		EOS Rebel T6 with 18-55mm and EF 75-300mm,USD,549.99,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-fb3ac7d6341c3c5e050d55f3881f68b0,Nikon 		Coolpix S7000,USD,276.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fb51c834ed3d062c6b763710c52d88c3,Sony 		HDR-PJ810 Handycam Camcorder,USD,1099.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fc1f9dc4080a38031878bab36cab7c06,Sony 		Cyber-shot DSC-HX80,USD,339.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fc7c16b1147f936634460ddfaacd9916,Nikon 		D850 (Body Only),USD,0,Nikon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-fcebac263f6b692f3f7ce33b5e820356,Panasonic 		LUMIX DMC-G85 with 12-60mm,USD,999.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fd52068aa26b998ff05b318708933d88,Sony 		a7 (Body Only),USD,799.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fd547d8ee05dc8cc6b7ed5ec36bcd6c5,Canon 		VIXIA HF R52 Camcorder,USD,449,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fdb727f3a3bc3b9ca389584b6b3368fe,Sony 		HXRNX5U Professional AVCHD Hand-Held camcorder,USD,3999,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fdcc3bd45056b5fab2c987bede72c2d5,Canon 		VIXIA HF R30 Flash Memory Camcorder,USD,399.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fe27699f04e7a87c14d4d6eddf444313,Sony 		Cyber-shot Digital Camera HX10V,USD,299.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-fee1d4a1014ba1e22a2412027e657954,Sony 		a7 II (Body Only),USD,1399.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-fee22527ed77c5e1e321af0e0dfd7cec,Sony 		SLT-A57 (Body Only),USD,699.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ff2fbe1fa7bb9b524d4342da6f9a1eec,Sony 		HDR-CX440 Camcorder,USD,269.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ff48721e7c77848dd3ad4ea224ff4518,Sony 		NEX-FS700RH Camcorder,USD,7499,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ff9d1b8534c3f30c9d629509a03957d2,Sony 		Cyber-shot DSC-RX10 III,USD,1299.99,Sony,new,https://schema.org/InStock,,,,,,,,,
